2017-09-01_16:35:23('Task started, migrate_statement=', "SELECT page_title, platform FROM [Karma].[dbo].[KnownPages] where page_title like LOWER('bug%') and platform != 'xWiki'", 'title_like=', 'None')
2017-09-01_16:38:13(('SUCCESS: Page', '"Bug 41178 - Rescan fails to remove storage snapshots which were left after BoSS with "Failed to delete snapshot \'Veeam XX\' of volume \'XX\', because snapshot is locked"" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '136/1380')
2017-09-01_16:38:14(('SUCCESS: Page', '"Bug 48429 - SQL restore from EM fails with an error "Login failed. The login is from an untrusted domain and cannot be used with Windows authentication"" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '137/1380')
2017-09-01_16:38:15(('SUCCESS: Page', '"Bug 107899 - "Object reference not set to an instance of an object" while backing up a mailbox have "Bookings" feature enabled" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '138/1380')
2017-09-01_16:38:15(('SUCCESS: Page', '"Bug 84663 - Exchange Server log files may be corrupted during a failback to original location" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '139/1380')
2017-09-01_16:38:16(('SUCCESS: Page', '"Bug 22572 - GUI error shown \'Failed to retrieve updated or changed rows from the table (Tape.report media changes). USN: 0\'" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '140/1380')
2017-09-01_16:38:16(('SUCCESS: Page', '"Bug 68291 - Hyper-V NEA configuration not updated if NEA reconfigured through wizard" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '141/1380')
2017-09-01_16:38:18(('SUCCESS: Page', '"Bug 42493 - Disk C:\\ on Veeam server may run out of space after Veeam backup service restart during VEX session" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '142/1380')
2017-09-01_16:38:19(('SUCCESS: Page', '"Bug 41926 - Linux pre-freeze/post-thaw scripts fail if non-root guest credentials are used" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '143/1380')
2017-09-01_16:38:19(('SUCCESS: Page', '"Bug 28222 - Restore file from tape fails if destination is ESXi host" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '144/1380')
2017-09-01_16:38:20(('SUCCESS: Page', '"Bug 41575 - VolumesDiscover rescan fails, ManageVolumes in GUI doesn\'t show CSV volumes, Offhost cannot be utilized" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '145/1380')
2017-09-01_16:38:21(('SUCCESS: Page', '"Bug 102354 - Export to pst: Index was outside the bounds of the array" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '146/1380')
2017-09-01_16:38:23(('SUCCESS: Page', '"Bug 82959 - SQL server TLS 1.2 support" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '147/1380')
2017-09-01_16:38:25(('SUCCESS: Page', '"Bug 98641 - Incorrect symlink mapping during oracle restore" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '148/1380')
2017-09-01_16:38:26(('SUCCESS: Page', '"Bugs fixed by 9.0.0.1715" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '149/1380')
2017-09-01_16:38:27(('SUCCESS: Page', '"Bug 68308 - EM portal user cannot run quick backup" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '150/1380')
2017-09-01_16:38:27(('SUCCESS: Page', '"Bug 40821 - Preparation task is taking longer for BoSS job as Veeam is rescanning each iSCSI target on proxy" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '151/1380')
2017-09-01_16:38:28(('SUCCESS: Page', '"Bug 101174 - .vbm file might be corrupted by job during GFS transform" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '152/1380')
2017-09-01_16:38:28(('SUCCESS: Page', '"Bug 105287 - Max 60 error appears on high loaded DataDomain setup" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '153/1380')
2017-09-01_16:38:29(('SUCCESS: Page', '"Bug 47568 - Job hangs waiting for backup infrastructure resources availability if backup from storage snapshots is enabled and parallel processing is disabled" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '154/1380')
2017-09-01_16:38:30(('SUCCESS: Page', '"Bug 74094 - Add warning when in VCC replication a VM exceeds a hardware plan quota" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '155/1380')
2017-09-01_16:38:31(('SUCCESS: Page', '"Bug 39734 - Backup to tape job fails with "Failed to detect backup files to copy to tape" if is set "Write only latest chain to tape" and Veeam server has specific date format" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '156/1380')
2017-09-01_16:38:32(('SUCCESS: Page', '"Bug 89908 - "Object reference not set to an instance of an object" during restore to HV host from network share" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '157/1380')
2017-09-01_16:38:32(('SUCCESS: Page', '"Bug 91233 - Partial failover doesn\'t work when SP NEA has public IP and cloud GW is behind the NAT" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '158/1380')
2017-09-01_16:38:33(('SUCCESS: Page', '"Bug 74808 - VEOR throws There is no FIB piramide.ora in the specified restore point" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '159/1380')
2017-09-01_16:38:35(('SUCCESS: Page', '"Bug 72657 - Job session is marked as failed if error in task was retried" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '160/1380')
2017-09-01_16:38:35(('SUCCESS: Page', '"Bug 93985 - Cloud session starts anew after it was closed, which results in multiple active sessions on the providers side" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '161/1380')
2017-09-01_16:38:36(('SUCCESS: Page', '"Bug 104232 - "Not enough free disk space on available datastores to place disk datastore-XXXX" when using datastore cluster as target for replica job" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '162/1380')
2017-09-01_16:38:36(('SUCCESS: Page', '"Bug 107924 - Storage Integration rescan takes a lot of time" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '163/1380')
2017-09-01_16:38:38(('SUCCESS: Page', '"Bug 54622 - RPC function call failure" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '164/1380')
2017-09-01_16:38:39(('SUCCESS: Page', '"Bug 41231 - Exchange items restore fails from EM but runs fine from VEX" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '165/1380')
2017-09-01_16:38:40(('SUCCESS: Page', '"Bug 90763 - "The specified day is no present in any of the selected months" is thrown by UI in any case if you try to schedule: This Day and Last" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '166/1380')
2017-09-01_16:38:41(('SUCCESS: Page', '"Bug 49743 - Production VM could be accidentally removed if the vSphere infrastructure moved to a new vCenter and vm-ref of production vm will match old vm-ref of vLab" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '167/1380')
2017-09-01_16:38:41(('SUCCESS: Page', '"Bug 107999 - SharePoint restore fails to the site with MUI feature enabled" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '168/1380')
2017-09-01_16:38:42(('SUCCESS: Page', '"Bug 97100 - GFS Media Pool Tapes show "Not Defined" for Retention Column when moved to Media Vault" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '169/1380')
2017-09-01_16:38:44(('SUCCESS: Page', '"Bug 92007 - Nimble backup fails (FC connection)" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '170/1380')
2017-09-01_16:38:45(('SUCCESS: Page', '"Bug 78115 - Launching restore from Virtual Machines view" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '171/1380')
2017-09-01_16:38:47(('SUCCESS: Page', '"Bug 49963 - SQL log backup does not work fro AlwaysON if only secondary node is backed up" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '172/1380')
2017-09-01_16:38:48(('SUCCESS: Page', '"Bug 41675 - Long rescan causing high CPU utilization on Veeam server" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '173/1380')
2017-09-01_16:38:49(('SUCCESS: Page', '"Bug 102869 - Shell consumes all spare memory when VESP starts" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '174/1380')
2017-09-01_16:38:50(('SUCCESS: Page', '"Bug 94163 - Excessive memory usage during tape cataloging" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '175/1380')
2017-09-01_16:39:08(('SUCCESS: Page', '"Bug 66956 - replica failovered to cloud can\'t reach the internet" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '176/1380')
2017-09-01_16:39:09(('SUCCESS: Page', '"Bug 93830 - Under certain circumstances GuestIndexData.zip can be created empty in VBRCatalog with no warning" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '177/1380')
2017-09-01_16:39:10(('SUCCESS: Page', '"Bug 40536 - Job completes with warning "Unable to find any LUN or NFS export for SnapMirror" if vFiler with DR Backup role is selected on destination" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '178/1380')
2017-09-01_16:39:11(('SUCCESS: Page', '"Bug 90551 - VLUN export fails with "LUN exists"" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '179/1380')
2017-09-01_16:39:11(('SUCCESS: Page', '"Bug 49127 - GUI shows "Failed to initialize inventory service session" error when trying to add VM using VM tags" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '180/1380')
2017-09-01_16:39:12(('SUCCESS: Page', '"Bug 73589 - "Input string was not in a correct format" may occur in GUI" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '181/1380')
2017-09-01_16:39:14(('SUCCESS: Page', '"Bug 41115 - Compact on ddboost affects backup copy job performance" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '182/1380')
2017-09-01_16:39:17(('SUCCESS: Page', '"Bug 96610 - HotAdd read fails "Timed out waiting for asynchronous device I/O completion"" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '183/1380')
2017-09-01_16:39:19(('SUCCESS: Page', '"Bug 77118 - WAN accelerator service hangs on task finalization" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '184/1380')
2017-09-01_16:39:22(('SUCCESS: Page', '"Bug 59055 - Storage snapshots or LUN clones are not deleted after backup from storage snapshot" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '185/1380')
2017-09-01_16:39:23(('SUCCESS: Page', '"Bug 96844 - VBROracleDatabaseRestore mixes up the parameters" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '186/1380')
2017-09-01_16:39:23(('SUCCESS: Page', '"Bug 99852 - There is not enough space on disk C on server during VEOR" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '187/1380')
2017-09-01_16:39:27(('SUCCESS: Page', '"Bug 70341 - We show warning "Partial backup detected for restore point", however the restore points have been written successfully" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '188/1380')
2017-09-01_16:39:28(('SUCCESS: Page', '"Bug 109575 - "Could find record int table TapeStorages for tape storage id xxx path yyy" after the tape is re-used" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '189/1380')
2017-09-01_16:39:29(('SUCCESS: Page', '"Bug 73443 - "The target has already been logged in via an iSCSI session" during SQL item restore" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '190/1380')
2017-09-01_16:39:29(('SUCCESS: Page', '"Bug 95358 - B%26R sets GFS flag on a storage that has been created earlier than specified in GFS settings" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '191/1380')
2017-09-01_16:39:30(('SUCCESS: Page', '"Bug 57155 - If there any connectivity issues between Veeam Backup service and Veeam DB, RTS could end up without properly releasing resourse" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '192/1380')
2017-09-01_16:39:31(('SUCCESS: Page', '"Bug 112289 - Backup from secondary storage snapshot fails if LUN resides on the volume in qtree (NetApp C-mode)" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '193/1380')
2017-09-01_16:39:32(('SUCCESS: Page', '"Bug 39755 - Abnormaly high CPU utillization by Veeam Backup Manager" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '194/1380')
2017-09-01_16:39:33(('SUCCESS: Page', '"Bug 74742 - manager to service tcp connection cannot be established and fails out with error "No connection could be made because the target machine actively refused it IP:9392"" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '195/1380')
2017-09-01_16:39:34(('SUCCESS: Page', '"Bug 74229 - Wrong snapshot transfer on SnapVault, SnapMirror results in warning, "Unexpected behavior. Exported snapshot: \'snapmirror\' doesn\'t start with prefix VeeamSourceSnapshot"" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '196/1380')
2017-09-01_16:39:36(('SUCCESS: Page', '"Bug 75726 - Backup of VMs via SCVMM may start failing with "Object not found"" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '197/1380')
2017-09-01_16:39:37(('SUCCESS: Page', '"Bug 48876 - GUI hangs when expanding datastores in Entire VM restore Wizard or Replica Wizard" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '198/1380')
2017-09-01_16:39:38(('SUCCESS: Page', '"Bug 76879 - Sometimes not all used tapes are shown in HTML report" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '199/1380')
2017-09-01_16:39:38(('SUCCESS: Page', '"Bug 86372 - can\'t add more than 5 vNics to HV Virtual Lab" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '200/1380')
2017-09-01_16:39:39(('SUCCESS: Page', '"Bug 39481 - Cannot map Backup Copy job if the existing target backup contains any GFS points" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '201/1380')
2017-09-01_16:39:40(('SUCCESS: Page', '"Bug 104987 - Calculating digests takes much time and log files grow in size" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '202/1380')
2017-09-01_16:39:40(('SUCCESS: Page', '"Bug 49535 - When expanding folders which have content with specific symbols in encoding other than UTF-8 , FLR browser does not show the content with "Some errors occured"" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '203/1380')
2017-09-01_16:39:41(('SUCCESS: Page', '"Bug 44859 - BCJ transfers VM disk as full" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '204/1380')
2017-09-01_16:39:42(('SUCCESS: Page', '"Bug 40659 - WinFLR on slow repository not showing volume" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '205/1380')
2017-09-01_16:39:43(('SUCCESS: Page', '"Bug 95517 - Incorrect column name in GUI during restore from "Sent Items" folder" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '206/1380')
2017-09-01_16:39:44(('SUCCESS: Page', '"Bug 82290 - Predefined Script ignores specified credentials and uses service account instead" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '207/1380')
2017-09-01_16:39:44(('SUCCESS: Page', '"Bugs fixed by 7.0.0.839" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '208/1380')
2017-09-01_16:39:45(('SUCCESS: Page', '"Bug 57256 - Under some circumstances the VM files restore will be shown to run twice and no files will be restored" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '209/1380')
2017-09-01_16:39:46(('SUCCESS: Page', '"Bug 102730 - Object reference not set to an instance of an object, tape medium not found" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '210/1380')
2017-09-01_16:39:46(('SUCCESS: Page', '"Bug 49569 - VddkMount fails with VDDK error 13 on configuring DC step" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '211/1380')
